"ID","CueDirection","SentenceDirection","liftOffDiff","Grupo","SentDur"
427,0,0,319,Grupo A,1704
427,1,1,194,Grupo A,2034
427,1,1,342,Grupo A,1310
427,0,0,193,Grupo A,1559
427,1,1,470,Grupo A,1724
427,0,0,157,Grupo A,1503
427,0,0,283,Grupo A,1534
427,1,0,300,Grupo A,1508
427,0,0,466,Grupo A,1875
427,1,1,211,Grupo A,1856
427,0,1,1585,Grupo A,1422
427,0,0,425,Grupo A,1396
427,0,1,726,Grupo A,1186
427,1,0,165,Grupo A,1472
427,0,1,342,Grupo A,1645
427,1,0,253,Grupo A,1746
427,0,1,520,Grupo A,1634
427,0,0,433,Grupo A,1322
427,1,0,638,Grupo A,1733
427,1,0,818,Grupo A,1390
427,1,0,96,Grupo A,1696
427,1,1,807,Grupo A,1182
427,0,1,200,Grupo A,1427
427,1,0,288,Grupo A,1369
427,0,0,1403,Grupo A,1489
427,1,1,243,Grupo A,1600
427,1,0,1,Grupo A,1698
427,0,1,373,Grupo A,1567
427,1,1,441,Grupo A,1270
427,1,1,209,Grupo A,2065
427,1,1,845,Grupo A,1407
427,0,1,1731,Grupo A,1364
427,0,0,1516,Grupo A,1433
427,1,0,329,Grupo A,1022
427,0,1,220,Grupo A,1637
427,0,0,1376,Grupo A,1926
427,1,1,926,Grupo A,1371
428,1,1,322,Grupo A,1647
428,0,1,648,Grupo A,2109
428,0,0,776,Grupo A,1233
428,0,0,235,Grupo A,1523
428,1,1,214,Grupo A,1639
428,1,1,535,Grupo A,1390
428,0,1,406,Grupo A,1681
428,1,0,344,Grupo A,1304
428,0,0,531,Grupo A,1623
428,1,1,130,Grupo A,1635
428,0,1,750,Grupo A,1439
428,0,0,383,Grupo A,1473
428,1,0,767,Grupo A,1002
428,0,0,368,Grupo A,1347
428,0,1,1007,Grupo A,1744
428,1,1,661,Grupo A,1307
428,1,0,223,Grupo A,1277
428,0,0,325,Grupo A,1579
428,1,1,381,Grupo A,1579
428,1,0,323,Grupo A,2138
428,1,0,288,Grupo A,1501
428,1,0,589,Grupo A,1647
428,0,0,854,Grupo A,1693
428,1,0,354,Grupo A,1724
428,0,1,781,Grupo A,1485
428,1,0,280,Grupo A,2184
428,0,1,259,Grupo A,1321
428,0,0,271,Grupo A,1684
428,1,0,657,Grupo A,1371
429,0,0,926,Grupo B,1523
429,1,1,1027,Grupo B,1507
429,0,1,335,Grupo B,1321
429,0,1,1138,Grupo B,1483
429,0,1,1020,Grupo B,1681
429,1,1,-24,Grupo B,1796
429,0,1,279,Grupo B,1744
429,0,0,437,Grupo B,1646
429,1,0,927,Grupo B,2138
429,0,0,1084,Grupo B,1693
429,1,1,443,Grupo B,1579
429,1,1,789,Grupo B,1647
429,1,1,1047,Grupo B,1390
429,0,1,899,Grupo B,1511
429,0,0,611,Grupo B,1347
429,0,1,2004,Grupo B,1485
429,1,1,258,Grupo B,1635
429,0,0,653,Grupo B,1460
429,0,0,432,Grupo B,1473
429,1,0,1922,Grupo B,1002
429,1,0,1071,Grupo B,1724
429,1,0,653,Grupo B,1371
429,1,0,1362,Grupo B,1647
429,1,1,364,Grupo B,1126
429,1,0,993,Grupo B,1304
429,0,0,525,Grupo B,1623
429,0,0,718,Grupo B,1579
429,1,0,307,Grupo B,1501
429,1,1,996,Grupo B,1639
429,0,0,658,Grupo B,1684
429,1,0,652,Grupo B,1277
430,0,0,810,Grupo A,1733
430,0,0,389,Grupo A,1508
430,0,0,705,Grupo A,1022
430,1,1,461,Grupo A,1645
430,1,0,1099,Grupo A,1875
430,0,0,458,Grupo A,1746
430,0,0,367,Grupo A,1696
430,1,0,470,Grupo A,1926
430,1,1,799,Grupo A,1186
430,0,1,936,Grupo A,1407
430,1,0,326,Grupo A,1322
430,1,1,570,Grupo A,1427
430,1,0,340,Grupo A,1396
430,0,1,459,Grupo A,2065
430,1,1,317,Grupo A,1567
430,0,1,1802,Grupo A,1600
430,1,0,412,Grupo A,1534
430,1,0,230,Grupo A,1704
430,1,1,383,Grupo A,1637
430,0,1,628,Grupo A,1270
430,0,1,506,Grupo A,1724
430,0,0,220,Grupo A,1698
430,0,0,639,Grupo A,1369
430,0,1,780,Grupo A,1310
430,1,0,200,Grupo A,1503
430,1,1,389,Grupo A,1634
430,0,0,698,Grupo A,1390
430,0,1,116,Grupo A,1856
430,0,1,331,Grupo A,2034
430,1,0,314,Grupo A,1559
430,1,0,663,Grupo A,1489
430,0,1,463,Grupo A,1371
431,1,1,1476,Grupo A,1634
431,1,0,276,Grupo A,1503
431,0,0,417,Grupo A,1472
431,0,1,350,Grupo A,1310
431,1,1,689,Grupo A,1645
431,0,1,1415,Grupo A,2065
431,1,0,350,Grupo A,1704
431,1,0,289,Grupo A,1559
431,1,0,474,Grupo A,1489
431,1,1,688,Grupo A,1422
431,0,0,277,Grupo A,1696
431,1,0,309,Grupo A,1433
431,0,1,342,Grupo A,1407
431,1,0,1052,Grupo A,1322
431,0,0,330,Grupo A,1369
431,0,0,747,Grupo A,1390
431,1,1,583,Grupo A,1567
431,1,1,645,Grupo A,1427
431,0,0,1365,Grupo A,1733
431,0,1,465,Grupo A,1371
431,1,0,356,Grupo A,1396
431,0,0,498,Grupo A,1508
431,0,1,393,Grupo A,1856
431,1,1,447,Grupo A,1186
431,0,1,636,Grupo A,1724
431,0,1,174,Grupo A,2034
431,1,1,1058,Grupo A,1936
431,0,0,373,Grupo A,1746
431,0,1,328,Grupo A,1600
431,0,0,362,Grupo A,1022
431,0,1,489,Grupo A,1270
431,1,1,195,Grupo A,1637
431,0,0,139,Grupo A,1698
432,0,0,366,Grupo A,1396
432,1,0,198,Grupo A,1508
432,1,1,291,Grupo A,1856
432,0,0,250,Grupo A,1322
432,0,0,268,Grupo A,1433
432,1,1,446,Grupo A,1270
432,1,0,57,Grupo A,1698
432,0,0,279,Grupo A,1704
432,0,1,144,Grupo A,1620
432,1,1,255,Grupo A,1724
432,0,0,208,Grupo A,1534
432,1,1,390,Grupo A,1407
432,1,0,388,Grupo A,1805
432,1,1,330,Grupo A,1600
432,0,0,325,Grupo A,1875
432,0,0,369,Grupo A,1926
432,0,0,266,Grupo A,1559
432,1,1,314,Grupo A,1371
432,1,0,348,Grupo A,1472
432,0,0,351,Grupo A,1503
432,1,0,434,Grupo A,1369
432,1,1,308,Grupo A,1310
432,1,0,309,Grupo A,1390
432,0,1,356,Grupo A,1567
432,1,1,445,Grupo A,2034
432,1,1,395,Grupo A,2065
432,0,1,367,Grupo A,1364
432,1,0,246,Grupo A,1746
432,0,1,380,Grupo A,1422
432,1,0,411,Grupo A,1696
432,0,1,491,Grupo A,1427
432,1,0,422,Grupo A,1022
433,0,0,403,Grupo A,1684
433,1,0,151,Grupo A,1501
433,0,1,435,Grupo A,1511
433,0,0,336,Grupo A,1579
433,1,1,463,Grupo A,1579
433,1,1,695,Grupo A,1796
433,0,0,549,Grupo A,1646
433,0,1,543,Grupo A,1744
433,0,1,3276,Grupo A,1321
433,0,1,971,Grupo A,1746
433,1,0,536,Grupo A,1371
433,0,1,2065,Grupo A,1293
433,1,1,228,Grupo A,1126
433,1,1,369,Grupo A,1639
433,1,1,380,Grupo A,1390
433,1,0,1976,Grupo A,2184
433,1,1,289,Grupo A,1635
433,1,1,196,Grupo A,1647
433,0,1,976,Grupo A,1439
433,0,1,144,Grupo A,1485
433,0,0,124,Grupo A,1523
433,1,0,286,Grupo A,1724
433,1,0,276,Grupo A,1304
433,0,1,915,Grupo A,1483
433,0,0,512,Grupo A,1623
433,1,0,400,Grupo A,1874
433,0,0,786,Grupo A,1693
433,0,0,260,Grupo A,1347
433,1,0,314,Grupo A,1002
433,0,0,258,Grupo A,1473
433,0,0,49,Grupo A,1460
433,1,1,448,Grupo A,1507
433,1,0,323,Grupo A,1647
433,1,1,1311,Grupo A,1837
433,0,1,142,Grupo A,1681
433,1,0,42,Grupo A,2138
433,0,1,471,Grupo A,2109
434,0,0,119,Grupo A,1503
434,1,0,-89,Grupo A,1698
434,1,0,756,Grupo A,1390
434,1,0,184,Grupo A,1696
434,0,1,883,Grupo A,1634
434,1,0,535,Grupo A,1472
434,0,0,731,Grupo A,1396
434,1,0,382,Grupo A,1369
434,1,1,263,Grupo A,1600
434,0,1,247,Grupo A,1620
434,0,1,1072,Grupo A,1422
434,1,1,216,Grupo A,2034
434,0,1,353,Grupo A,1567
434,1,1,128,Grupo A,2065
434,0,1,388,Grupo A,1427
434,0,0,420,Grupo A,1322
434,1,0,521,Grupo A,1022
434,0,0,124,Grupo A,1704
434,0,1,673,Grupo A,1637
434,0,0,959,Grupo A,1433
434,1,1,1111,Grupo A,1270
434,0,0,468,Grupo A,1559
434,0,1,969,Grupo A,1936
434,0,1,2008,Grupo A,1186
434,1,1,286,Grupo A,1856
435,0,0,-313,Grupo A,1698
435,0,0,166,Grupo A,1022
435,0,0,157,Grupo A,1369
435,1,0,175,Grupo A,1534
435,0,0,628,Grupo A,1390
435,1,1,225,Grupo A,1567
435,1,0,647,Grupo A,1489
435,0,0,736,Grupo A,1472
435,1,1,421,Grupo A,1637
435,1,0,584,Grupo A,1559
435,0,0,43,Grupo A,1696
435,1,1,462,Grupo A,1427
435,0,1,281,Grupo A,1371
435,0,1,270,Grupo A,2034
435,0,1,233,Grupo A,1407
435,1,1,952,Grupo A,1186
435,1,1,-44,Grupo A,1620
435,0,1,318,Grupo A,1724
435,0,0,215,Grupo A,1746
435,1,0,318,Grupo A,1396
435,1,0,844,Grupo A,1322
435,1,0,203,Grupo A,1503
435,0,1,101,Grupo A,1270
436,0,0,1326,Grupo B,2184
436,0,1,592,Grupo B,1635
436,1,0,805,Grupo B,1473
436,0,0,679,Grupo B,1724
436,0,0,761,Grupo B,1501
436,1,0,544,Grupo B,1523
436,1,1,951,Grupo B,1293
436,1,0,727,Grupo B,1460
436,1,0,1056,Grupo B,1684
436,1,0,1086,Grupo B,1693
436,1,0,557,Grupo B,1347
436,0,1,1602,Grupo B,1639
436,1,1,527,Grupo B,1439
436,0,0,623,Grupo B,1874
436,1,1,618,Grupo B,1681
436,0,0,522,Grupo B,1647
436,1,0,1715,Grupo B,1623
436,0,0,746,Grupo B,2138
436,0,1,888,Grupo B,1390
436,1,0,698,Grupo B,1579
436,0,1,1002,Grupo B,1507
436,1,1,859,Grupo B,1321
436,0,0,555,Grupo B,1277
436,1,1,605,Grupo B,1483
436,0,1,605,Grupo B,1579
436,1,1,750,Grupo B,1511
437,1,0,1073,Grupo B,1647
437,1,1,574,Grupo B,1126
437,0,0,1033,Grupo B,1684
437,0,0,1230,Grupo B,1233
437,0,0,1312,Grupo B,1646
437,0,0,773,Grupo B,1693
437,0,0,2019,Grupo B,1623
437,0,0,1055,Grupo B,1579
437,0,1,1994,Grupo B,1439
437,1,0,1033,Grupo B,1501
437,0,1,639,Grupo B,1681
437,1,0,943,Grupo B,1371
437,0,1,586,Grupo B,1483
437,1,0,621,Grupo B,2184
437,1,0,1098,Grupo B,1724
437,1,1,671,Grupo B,1579
437,0,1,1120,Grupo B,1511
437,1,1,1016,Grupo B,1647
437,0,1,751,Grupo B,1744
437,1,0,601,Grupo B,2138
437,1,1,639,Grupo B,1390
437,1,1,308,Grupo B,1639
437,0,0,1325,Grupo B,1523
437,1,0,786,Grupo B,1277
437,1,1,426,Grupo B,1635
437,1,0,573,Grupo B,1874
437,0,0,1391,Grupo B,1473
438,0,0,1353,Grupo B,1874
438,0,1,1119,Grupo B,1126
438,1,0,1162,Grupo B,1473
438,1,0,637,Grupo B,1523
438,0,1,506,Grupo B,1639
438,0,1,836,Grupo B,1390
438,0,0,1364,Grupo B,1371
438,1,1,656,Grupo B,1293
438,0,1,1278,Grupo B,1635
438,1,0,2884,Grupo B,1693
438,0,1,1356,Grupo B,1579
438,0,0,658,Grupo B,1304
438,0,0,1817,Grupo B,2138
438,1,1,446,Grupo B,1681
438,0,1,756,Grupo B,1307
438,0,0,280,Grupo B,1647
439,1,1,1306,Grupo B,1407
439,1,1,548,Grupo B,1371
439,0,0,298,Grupo B,1489
439,0,0,634,Grupo B,1704
439,0,1,611,Grupo B,1364
439,0,1,366,Grupo B,1186
439,0,0,294,Grupo B,1559
439,0,0,265,Grupo B,1503
439,0,1,2476,Grupo B,1645
439,1,0,674,Grupo B,1022
439,0,1,470,Grupo B,1427
439,1,1,908,Grupo B,1856
439,0,0,653,Grupo B,1875
439,1,1,268,Grupo B,1600
439,1,0,442,Grupo B,1508
439,0,1,1793,Grupo B,1620
439,0,0,1542,Grupo B,1534
439,1,1,1354,Grupo B,1270
439,1,0,837,Grupo B,1472
439,0,0,572,Grupo B,1433
439,1,0,-87,Grupo B,1698
439,1,1,301,Grupo B,1724
439,0,1,621,Grupo B,1634
439,1,0,1517,Grupo B,1390
439,0,0,168,Grupo B,1396
439,1,1,265,Grupo B,2065
439,1,1,729,Grupo B,2034
439,1,0,338,Grupo B,1369
439,1,1,1112,Grupo B,1310
439,0,1,213,Grupo B,1637
439,0,1,360,Grupo B,1567
439,0,0,1577,Grupo B,1926
439,1,0,556,Grupo B,1746
439,1,0,682,Grupo B,1696
440,0,0,363,Grupo B,1369
440,0,1,494,Grupo B,1600
440,0,0,1546,Grupo B,1022
440,0,1,1521,Grupo B,1407
440,1,1,280,Grupo B,1567
440,0,0,1846,Grupo B,1696
440,0,0,1234,Grupo B,1805
440,1,0,1571,Grupo B,1322
440,0,0,1505,Grupo B,1390
440,1,0,1185,Grupo B,1704
440,0,1,1349,Grupo B,1310
440,0,0,662,Grupo B,1698
440,1,0,928,Grupo B,1396
440,0,1,1586,Grupo B,2065
441,1,0,494,Grupo A,1926
441,1,1,388,Grupo A,1422
441,1,1,634,Grupo A,1567
441,0,1,493,Grupo A,1310
441,0,0,604,Grupo A,1733
441,0,0,512,Grupo A,1805
441,0,1,706,Grupo A,1600
441,1,0,524,Grupo A,1396
441,1,1,436,Grupo A,1364
441,0,0,1243,Grupo A,1472
441,0,1,439,Grupo A,2034
441,1,0,761,Grupo A,1875
441,1,1,998,Grupo A,1637
441,0,0,1247,Grupo A,1698
441,0,1,456,Grupo A,1182
441,1,0,679,Grupo A,1322
441,0,1,702,Grupo A,1724
441,1,0,478,Grupo A,1433
442,0,0,219,Grupo B,1724
442,1,0,1977,Grupo B,1646
442,0,1,1908,Grupo B,1126
442,0,1,1284,Grupo B,1635
442,1,0,643,Grupo B,1473
442,1,1,583,Grupo B,1681
442,1,1,452,Grupo B,1439
442,1,0,806,Grupo B,1347
442,0,0,831,Grupo B,2184
442,1,1,750,Grupo B,1744
442,1,0,596,Grupo B,1693
442,0,1,912,Grupo B,1579
442,0,1,1371,Grupo B,1390
442,1,1,418,Grupo B,1511
442,1,0,1030,Grupo B,1460
442,0,1,1973,Grupo B,1639
442,1,0,1392,Grupo B,1623
442,0,0,1104,Grupo B,1874
442,0,1,511,Grupo B,1647
442,1,0,2330,Grupo B,1233
442,0,0,1815,Grupo B,2138
442,0,0,1180,Grupo B,1304
442,0,0,943,Grupo B,1277
442,1,1,1072,Grupo B,1321
442,1,0,936,Grupo B,1579
442,1,0,1518,Grupo B,1523
442,1,0,1784,Grupo B,1684
442,0,0,1952,Grupo B,1647
443,0,0,1361,Grupo B,1534
443,1,1,455,Grupo B,1310
443,0,0,1066,Grupo B,1396
443,1,0,421,Grupo B,1390
443,1,1,655,Grupo B,1371
443,0,0,334,Grupo B,1503
443,0,0,611,Grupo B,1559
443,1,0,337,Grupo B,1698
443,0,1,407,Grupo B,1637
443,0,0,546,Grupo B,1489
443,1,0,1208,Grupo B,1022
443,1,0,982,Grupo B,1746
443,0,1,1429,Grupo B,1427
443,0,1,2334,Grupo B,1634
443,1,1,684,Grupo B,2034
443,1,1,442,Grupo B,1407
443,0,0,2868,Grupo B,1704
443,1,1,752,Grupo B,1600
443,1,1,619,Grupo B,1270
443,1,0,326,Grupo B,1696
443,1,0,460,Grupo B,1508
443,1,1,331,Grupo B,1724
443,0,1,1452,Grupo B,1186
443,1,1,749,Grupo B,1856
443,0,1,458,Grupo B,1567
443,1,0,854,Grupo B,1369
444,0,1,189,Grupo A,1681
444,0,0,83,Grupo A,1473
444,1,1,204,Grupo A,1647
444,0,0,492,Grupo A,1623
444,0,0,290,Grupo A,1523
444,0,0,428,Grupo A,1693
444,1,1,575,Grupo A,1507
444,0,0,366,Grupo A,1460
444,1,1,807,Grupo A,1126
444,1,1,348,Grupo A,1390
444,1,0,403,Grupo A,1371
444,0,0,132,Grupo A,1684
444,1,0,732,Grupo A,1002
444,1,0,425,Grupo A,1304
444,1,0,274,Grupo A,2138
444,0,0,229,Grupo A,1579
444,1,0,269,Grupo A,1501
444,1,0,957,Grupo A,1724
444,1,0,236,Grupo A,1647
444,0,1,261,Grupo A,1321
444,1,1,407,Grupo A,1579
444,1,1,150,Grupo A,1639
444,0,1,1063,Grupo A,1439
444,1,0,510,Grupo A,1277
444,1,1,828,Grupo A,1307
444,1,1,185,Grupo A,1635
444,0,1,431,Grupo A,1511
445,1,1,1100,Grupo B,1567
445,0,0,587,Grupo B,1746
445,0,1,617,Grupo B,1407
445,0,1,734,Grupo B,1600
445,0,0,1370,Grupo B,1472
445,0,1,1329,Grupo B,1371
445,0,1,302,Grupo B,2065
445,0,1,532,Grupo B,1724
445,0,0,409,Grupo B,1369
445,0,0,413,Grupo B,1508
445,1,0,1281,Grupo B,1559
445,0,1,439,Grupo B,1856
445,1,1,1336,Grupo B,1427
445,0,0,510,Grupo B,1696
445,0,0,281,Grupo B,1698
445,0,1,911,Grupo B,2034
445,1,1,3700,Grupo B,1186
445,0,0,678,Grupo B,1022
445,1,1,680,Grupo B,1637
445,1,0,567,Grupo B,1503
445,1,0,865,Grupo B,1322
445,1,0,467,Grupo B,1396
446,1,0,1568,Grupo B,1022
446,1,0,555,Grupo B,1472
446,0,0,1544,Grupo B,1322
446,1,1,1897,Grupo B,1371
446,0,0,1508,Grupo B,1433
446,1,1,683,Grupo B,1270
446,1,0,338,Grupo B,1698
446,1,0,743,Grupo B,1508
446,1,1,1466,Grupo B,2065
446,1,0,418,Grupo B,1369
446,1,0,1325,Grupo B,1390
446,0,1,469,Grupo B,1186
446,0,0,675,Grupo B,1489
446,0,0,316,Grupo B,1396
446,0,0,336,Grupo B,1559
446,1,1,333,Grupo B,1856
446,1,1,1110,Grupo B,1407
446,1,1,305,Grupo B,2034
446,1,1,500,Grupo B,1724
446,0,1,349,Grupo B,1567
446,0,1,266,Grupo B,1637
446,1,0,894,Grupo B,1746
446,1,1,974,Grupo B,1310
446,0,0,296,Grupo B,1503
446,0,1,856,Grupo B,1645
446,1,0,239,Grupo B,1696
447,1,0,239,Grupo B,1623
447,0,0,392,Grupo B,1874
447,0,1,922,Grupo B,1307
447,0,0,1254,Grupo B,1501
447,1,0,587,Grupo B,1523
447,0,1,618,Grupo B,1579
447,1,0,730,Grupo B,1684
447,1,0,2085,Grupo B,1473
447,1,1,533,Grupo B,1439
447,0,1,952,Grupo B,1126
447,1,0,1256,Grupo B,1579
447,0,1,1034,Grupo B,1635
447,0,0,1770,Grupo B,1002
447,0,1,319,Grupo B,1647
447,0,1,647,Grupo B,1390
447,0,0,440,Grupo B,2138
447,0,1,620,Grupo B,1639
447,0,0,805,Grupo B,1724
447,1,0,472,Grupo B,1693
447,1,1,789,Grupo B,1511
447,1,1,1390,Grupo B,2109
447,1,0,383,Grupo B,1347
447,0,0,317,Grupo B,1647
447,0,0,1033,Grupo B,1371
447,0,0,132,Grupo B,1277
447,1,1,750,Grupo B,1483
447,1,1,467,Grupo B,1293
447,1,1,200,Grupo B,1681
448,1,1,2368,Grupo B,1647
448,0,1,479,Grupo B,1744
448,1,0,1460,Grupo B,2184
448,0,1,1262,Grupo B,1485
448,0,0,1797,Grupo B,1523
448,0,1,1302,Grupo B,2109
448,1,0,2270,Grupo B,1371
448,1,1,791,Grupo B,1639
448,1,1,1966,Grupo B,1390
448,1,0,1430,Grupo B,1277
448,0,1,939,Grupo B,1439
448,0,0,1835,Grupo B,1646
448,1,0,733,Grupo B,1647
448,1,1,644,Grupo B,1635
448,1,1,1214,Grupo B,1126
448,1,0,960,Grupo B,2138
448,1,0,2112,Grupo B,1724
448,0,0,1279,Grupo B,1579
448,0,0,1814,Grupo B,1693
448,0,1,840,Grupo B,1681
448,1,0,1394,Grupo B,1501
448,1,0,1696,Grupo B,1874
448,0,1,2479,Grupo B,1483
448,0,1,2876,Grupo B,1511
448,0,0,2919,Grupo B,1623
449,0,1,256,Grupo A,1639
449,0,0,423,Grupo A,1277
449,1,0,1015,Grupo A,1233
449,0,0,365,Grupo A,2184
449,1,0,569,Grupo A,1523
449,1,1,346,Grupo A,1744
449,0,1,559,Grupo A,1635
449,0,1,156,Grupo A,1647
449,0,1,394,Grupo A,1579
449,0,1,423,Grupo A,1126
449,0,0,674,Grupo A,1304
449,0,0,264,Grupo A,1501
449,1,0,1153,Grupo A,1623
449,0,0,893,Grupo A,1371
449,1,1,1872,Grupo A,1439
449,1,0,832,Grupo A,1460
449,1,1,221,Grupo A,1511
449,0,1,673,Grupo A,1307
449,1,1,516,Grupo A,1321
449,1,0,77,Grupo A,1684
449,0,0,130,Grupo A,1874
449,1,1,1314,Grupo A,2109
449,0,0,54,Grupo A,2138
449,0,1,418,Grupo A,1390
449,0,1,312,Grupo A,1796
449,1,0,171,Grupo A,1473
449,1,0,635,Grupo A,1579
449,1,1,207,Grupo A,1681
449,1,1,1188,Grupo A,1293
449,1,1,531,Grupo A,1483
449,0,0,1083,Grupo A,1647
449,0,0,553,Grupo A,1002
450,1,1,899,Grupo B,1856
450,1,1,922,Grupo B,1724
450,1,1,1333,Grupo B,2034
450,1,1,1247,Grupo B,1407
450,1,0,1356,Grupo B,1022
450,1,0,996,Grupo B,1698
450,0,0,794,Grupo B,1503
450,1,1,443,Grupo B,1371
450,0,1,1705,Grupo B,1364
450,1,1,620,Grupo B,1310
450,0,1,533,Grupo B,1637
450,1,0,807,Grupo B,1508
450,0,1,1215,Grupo B,1567
450,0,0,973,Grupo B,1396
450,0,0,1545,Grupo B,1433
450,1,0,808,Grupo B,1390
450,1,0,868,Grupo B,1369
450,0,0,319,Grupo B,1559
450,1,0,515,Grupo B,1696
450,0,0,1764,Grupo B,1489
450,0,0,1688,Grupo B,1704
450,1,0,317,Grupo B,1746
450,1,1,1843,Grupo B,1270
451,1,0,1025,Grupo B,1501
451,0,1,1268,Grupo B,1439
451,1,1,1163,Grupo B,1307
451,0,1,889,Grupo B,1483
451,0,0,2048,Grupo B,1523
451,0,1,1118,Grupo B,1744
451,1,0,862,Grupo B,1371
451,1,0,1026,Grupo B,1874
451,0,0,1329,Grupo B,1347
451,1,1,1676,Grupo B,1390
451,1,1,1358,Grupo B,1579
451,0,0,1185,Grupo B,1579
451,0,0,717,Grupo B,1646
451,0,0,844,Grupo B,1693
451,1,0,850,Grupo B,2138
451,0,1,405,Grupo B,1746
451,1,0,565,Grupo B,1277
451,0,0,1075,Grupo B,1233
451,0,0,842,Grupo B,1460
451,1,1,646,Grupo B,1126
451,1,1,956,Grupo B,1635
451,1,1,461,Grupo B,1639
451,0,0,1564,Grupo B,1684
451,0,1,175,Grupo B,1681
451,0,0,1355,Grupo B,1473
451,0,1,1754,Grupo B,1511
451,1,1,408,Grupo B,1647
452,0,1,693,Grupo B,2034
452,0,0,577,Grupo B,1390
452,1,0,489,Grupo B,1489
452,1,0,957,Grupo B,1875
452,0,1,1007,Grupo B,1182
452,0,1,754,Grupo B,1270
452,0,1,778,Grupo B,1600
452,1,1,1117,Grupo B,1364
452,1,1,1201,Grupo B,1427
452,1,0,451,Grupo B,1559
452,1,0,1042,Grupo B,1704
452,1,0,868,Grupo B,1534
452,0,0,425,Grupo B,1369
452,0,1,448,Grupo B,1856
452,1,1,221,Grupo B,1637
452,1,1,1086,Grupo B,1634
452,1,1,806,Grupo B,1422
452,1,0,606,Grupo B,1503
452,0,1,530,Grupo B,1724
452,0,0,372,Grupo B,1696
452,0,0,499,Grupo B,1805
452,1,1,653,Grupo B,1620
452,0,0,488,Grupo B,1746
452,0,0,358,Grupo B,1472
452,1,0,924,Grupo B,1322
452,0,0,676,Grupo B,1022
452,0,1,576,Grupo B,2065
452,1,0,823,Grupo B,1433
452,0,1,579,Grupo B,1310
452,0,1,403,Grupo B,1371
452,1,0,942,Grupo B,1926
452,0,0,33,Grupo B,1698
452,1,0,778,Grupo B,1396
453,0,0,543,Grupo B,1433
453,1,0,387,Grupo B,1696
453,1,1,1526,Grupo B,1182
453,1,1,898,Grupo B,1407
453,1,0,973,Grupo B,1390
453,1,1,452,Grupo B,2065
453,0,1,1060,Grupo B,1645
453,1,0,791,Grupo B,1746
453,1,1,1557,Grupo B,1270
453,1,1,590,Grupo B,2034
453,0,1,2921,Grupo B,1364
453,0,0,918,Grupo B,1396
453,1,1,1073,Grupo B,1371
453,0,0,760,Grupo B,1875
453,1,0,561,Grupo B,1369
453,1,1,266,Grupo B,1856
453,1,0,1030,Grupo B,1022
454,1,1,907,Grupo A,1321
454,0,1,706,Grupo A,1126
454,0,1,664,Grupo A,1390
454,0,0,1003,Grupo A,1647
454,1,1,1416,Grupo A,1483
454,0,0,594,Grupo A,1874
454,1,0,428,Grupo A,1579
454,0,0,372,Grupo A,2138
454,1,0,64,Grupo A,1693
454,0,0,271,Grupo A,1724
454,1,0,567,Grupo A,1684
454,1,0,259,Grupo A,1233
454,1,1,191,Grupo A,1439
454,1,0,98,Grupo A,1523
454,0,1,624,Grupo A,1307
454,0,0,830,Grupo A,2184
454,0,0,424,Grupo A,1371
454,1,0,357,Grupo A,1473
454,0,0,474,Grupo A,1002
454,0,1,357,Grupo A,1639
454,1,1,692,Grupo A,1293
454,1,1,355,Grupo A,1681
454,0,1,282,Grupo A,1635
454,0,0,256,Grupo A,1277
454,1,1,318,Grupo A,1511
454,0,1,736,Grupo A,1647
454,0,1,1295,Grupo A,1579
454,0,0,904,Grupo A,1501
455,1,0,341,Grupo A,1277
455,1,1,670,Grupo A,1635
455,1,1,832,Grupo A,1307
455,0,0,728,Grupo A,1523
455,0,1,1006,Grupo A,1681
455,1,0,417,Grupo A,1304
455,0,1,777,Grupo A,1744
455,1,1,415,Grupo A,1507
455,1,1,793,Grupo A,1647
455,1,1,382,Grupo A,1579
455,0,1,741,Grupo A,1511
455,1,0,350,Grupo A,2184
455,0,1,991,Grupo A,1746
455,0,0,465,Grupo A,1693
455,0,1,789,Grupo A,1293
455,1,0,269,Grupo A,1647
455,1,1,709,Grupo A,1390
455,0,0,221,Grupo A,1623
455,1,0,575,Grupo A,1874
455,1,0,361,Grupo A,1371
455,1,1,-40,Grupo A,1796
455,1,0,774,Grupo A,1501
455,1,0,243,Grupo A,1724
455,0,1,549,Grupo A,2109
456,0,1,1922,Grupo B,1182
456,0,1,1963,Grupo B,2034
456,0,0,1724,Grupo B,1472
456,1,1,2083,Grupo B,1422
456,1,0,3251,Grupo B,1396
456,1,1,3365,Grupo B,1427
456,0,0,1374,Grupo B,1369
456,0,1,2402,Grupo B,1407
456,1,0,1919,Grupo B,1704
456,0,0,2525,Grupo B,1696
456,0,0,2951,Grupo B,1805
456,0,1,2152,Grupo B,1856
456,1,1,2819,Grupo B,1645
456,1,0,1606,Grupo B,1534
456,1,1,2848,Grupo B,1634
456,1,0,1776,Grupo B,1875
456,0,0,2332,Grupo B,1746
456,1,1,2360,Grupo B,1364
457,1,1,1730,Grupo A,1724
457,1,0,725,Grupo A,1369
457,0,0,393,Grupo A,1559
457,0,1,639,Grupo A,1634
457,0,0,933,Grupo A,1503
457,1,1,270,Grupo A,1600
457,1,1,63,Grupo A,2065
457,0,1,312,Grupo A,1567
457,0,1,710,Grupo A,1186
457,1,1,254,Grupo A,1856
457,0,0,281,Grupo A,1875
